AREACD,AnualIncomeBeforeIncome,AnualIncomeAfterHousing
E02000673,63.961,47.192
E02000674,46.07,47.955
E02000675,47.293,42.417
E02000676,56.388,45.539
E02000677,46.738,43.783
E02000678,42.157,35.505
E02000679,51.182,38.298
E02000680,50.314,40.44
E02000681,40.783,35.62
E02000682,41.662,38.084
E02000683,41.099,36.107
E02000685,45.422,39.721
E02000686,39.699,32.09
E02000687,50.076,41.907
E02006783,42.797,36.706
E02006784,40.556,34.502
E02006798,41.748,35.874
E02007008,58.027,43.082
E02007009,46.149,38.432
E02000689,63.168,53.25
E02000690,60.727,63.027
E02000691,64.106,54.645
E02000692,64.051,60.279
E02000693,54.909,51.428
E02000694,59.312,55.305
E02000695,44.77,45.701
E02000696,48.369,40.076
E02000697,60.694,59.176
E02000698,62.055,57.502
E02000699,63.846,50.007
E02000700,42.429,36.472
E02000701,42.115,36.691
E02000702,42.175,39.851
E02000703,51.619,50.939
E02000704,52.662,45.016
E02000705,42.934,42.264
E02000706,40.008,32.597
E02000707,42.471,38.033
E02000708,50.049,48.517
E02000709,47.29,53.09
E02000710,40.162,37.778
E02000711,42.356,38.743
E02000712,39.781,36.595
E02000713,44.236,51.505
E02000714,43.868,34.764
E02000715,32.415,23.141
E02000716,35.394,28.832
E02000717,32.21,23.102
E02000718,36.167,24.609
E02000719,41.526,32.246
E02000720,35.837,30.196
E02000721,31.956,23.506
E02000722,44.849,33.941
E02000723,35.113,23.857
E02000724,33.254,24.97
E02000725,45.021,31.332
E02000727,31.855,19.874
E02000728,34.268,22.035
E02000729,38.381,30.195
E02000730,32.403,23.488
E02000731,33.49,22.295
E02000732,33.6,27.82
E02000733,41.079,33.779
E02000734,37.987,31.311
E02000735,35.353,26.668
E02000736,33.587,26.827
E02000737,35.946,28.158
E02000738,37.977,27.034
E02000739,36.047,28.72
E02000740,38.498,31.261
E02000741,38.826,30.2
E02000742,39.05,29.983
E02000743,39.489,31.749
E02000744,38.728,29.767
E02000745,39.831,30.955
E02000746,42.229,33.709
E02000747,46.162,38.782
E02000748,41.573,30.44
E02000749,37.506,31.255
E02006995,69.375,60.579
E02006996,50.397,44.673
E02006997,69.328,40.601
E02006998,49.077,33.756
E02006999,71.258,46.93
E02000751,51.647,51.591
E02000752,41.547,33.629
E02000753,43.362,36.345
E02000754,44.512,44.933
E02000755,46.378,41.356
E02000756,44.665,40.929
E02000757,52.355,47.119
E02000758,38.916,38.103
E02000759,46.579,42.417
E02000760,39.976,37.022
E02000762,41.62,43.007
E02000763,42.455,36.158
E02000764,52.356,47.716
E02000765,41.407,35.43
E02000767,41.514,38.049
E02000768,52.609,56.608
E02000770,39.263,32.326
E02000772,39.567,31.552
E02000773,38.94,31.364
E02000774,38.186,29.314
E02000776,41.79,29.068
E02000777,50.747,49.465
E02000779,35.015,20.94
E02000781,39.372,34.923
E02000782,37.087,26.147
E02000783,33.991,24.507
E02006800,37.401,28.658
E02006924,38.053,35.288
E02006925,40.64,40.809
E02007017,41.455,36.092
E02007018,42.508,32.546
E02007019,35.648,19.298
E02007020,34.693,28.984
E02000784,61.357,53.106
E02000785,67.261,62.77
E02000786,60.359,53.473
E02000787,58.567,49.002
E02000788,60.28,56.331
E02000789,56.081,55.489
E02000790,67.416,52.724
E02000791,69.718,59.967
E02000792,64.25,49.481
E02000793,49.324,49.083
E02000794,60.994,54.889
E02000795,61.169,60.521
E02000796,46.244,44.545
E02000797,66.068,55.672
E02000798,52.838,49.587
E02000799,62.027,48.003
E02000800,50.074,44.309
E02000801,65.702,55.218
E02000802,57.897,52.923
E02000803,48.26,42.118
E02000804,57.491,50.15
E02000805,59.843,47.22
E02000806,56.798,48.154
E02000807,58.965,48.062
E02000808,51.749,49.231
E02000810,47.649,41.69
E02000812,44.815,41.1
E02000813,50.261,39.598
E02000814,61.161,44.58
E02000815,57.536,45.391
E02000816,44.922,40.264
E02000817,37.574,34.29
E02000818,48.209,38.807
E02000819,40.498,35.418
E02000820,45.483,37.369
E02000821,43.853,33.671
E02000822,39.083,33.608
E02000823,49.798,37.817
E02000824,42.312,33.661
E02000825,43.079,37.521
E02000826,48.373,39.856
E02000827,44.409,37.433
E02000828,45.155,37.62
E02000829,44.391,39.841
E02000830,55.935,46.178
E02000831,54.32,48.637
E02000832,44.172,40.444
E02000833,51.351,44.886
E02000834,55.942,56.49
E02000835,55.273,46.982
E02000836,59.089,57.489
E02000837,74.871,63.37
E02000838,53.942,49.026
E02000839,59.411,44.173
E02006802,47.42,42.517
E02006941,100.879,63.55
E02006942,64.084,51.594
E02000840,39.211,34.58
E02000841,40.765,37.208
E02000842,42.882,48.815
E02000843,52.927,42.414
E02000844,42.546,41.141
E02000845,51.012,45.904
E02000846,44.055,47.276
E02000847,46.086,46.388
E02000848,45.355,48.482
E02000849,46.737,43.281
E02000850,44.46,45.233
E02000851,46.602,34.334
E02000852,49.254,44.698
E02000853,46.086,45.276
E02000854,51.432,50.679
E02000855,48.521,50.803
E02000856,50.065,44.02
E02000857,49.302,40.592
E02000858,39.773,34.839
E02000859,47.94,39.295
E02000860,45.701,35.571
E02000861,56.066,52.204
E02000863,48.408,47.226
E02006836,54.066,53.997
E02000864,44.64,37.98
E02000865,41.789,34.427
E02000866,48.194,42.673
E02000867,51.193,38.988
E02000868,46.816,37.267
E02000869,43.418,36.514
E02000870,42.094,33.194
E02000871,42.354,30.49
E02000872,43.512,36.362
E02000873,43.504,33.851
E02000874,41.414,28.995
E02000875,42.908,32.029
E02000876,40.858,29.073
E02000877,40.994,32.948
E02000878,47.777,34.432
E02000879,37.127,29.443
E02000880,41.917,28.604
E02000881,43.107,31.958
E02000882,38.543,31.97
E02000883,35.01,26.517
E02000884,51.922,36.522
E02000885,33.786,26.512
E02000886,56.25,36.306
E02000887,39.335,29.501
E02000888,51.615,33.051
E02000889,49.308,41.366
E02000890,77.442,53.735
E02000893,44.579,34.589
E02000894,53.065,40.818
E02006853,57.377,42.455
E02006854,73.514,48.749
E02007112,107.582,41.24
E02007113,75.14,40.188
E02007114,55.062,37.979
E02000895,41.501,41.017
E02000896,47.173,44.302
E02000897,42.627,39.011
E02000898,42.385,41.339
E02000899,41.152,40.835
E02000900,40.043,38.983
E02000901,49.212,47.374
E02000902,45.519,39.048
E02000903,40.844,36.474
E02000904,48.109,43.101
E02000905,49.464,42.762
E02000906,51.411,39.493
E02000907,40.445,32.942
E02000908,51.58,45.458
E02000909,51.144,42.491
E02000910,48.072,40.3
E02000911,49.977,37.216
E02000912,41.177,39.525
E02000913,42.646,38.739
E02000914,39.285,31.589
E02000915,52.606,40.614
E02000916,44.258,35.81
E02000917,47.657,40.009
E02000918,44.267,37.9
E02000919,46.493,39.49
E02000920,41.775,35.43
E02000921,40.069,34.7
E02000922,44.139,37.84
E02000923,60.363,56.217
E02000925,46.885,42.211
E02000926,61.975,54.267
E02000927,50.14,51.373
E02000928,66.868,65.218
E02000929,41.282,36.957
E02000930,60.654,63.53
E02000931,68.536,72.509
E02000932,72.729,64.92
E02000933,61.574,54.46
E02000934,61.206,59.862
E02000935,41.613,30.794
E02000936,60.066,56.856
E02000937,60.926,63.341
E02000938,46.121,41.432
E02000939,66.493,67.171
E02000940,54.714,44.621
E02000941,67.613,60.312
E02000942,60.991,61.601
E02000943,70.683,64.361
E02000944,47.255,37.719
E02000945,37.989,32.629
E02000946,53.886,53.858
E02000947,60.805,65.252
E02000948,67.075,65.826
E02000949,66.227,64.945
E02000950,51.602,43.927
E02000951,62.022,57.507
E02000952,58.91,54.094
E02000953,58.988,65.132
E02000954,55.537,57.06
E02000955,46.369,45.926
E02000956,46.991,46.286
E02000957,50.293,44.511
E02000958,51.069,47.327
E02000959,47.191,40.645
E02007083,63.098,53.075
E02007084,49.701,47.654
E02000960,59.632,49.266
E02000961,51.236,38.997
E02000962,43.43,44.763
E02000963,38.221,33.592
E02000964,38.966,34.282
E02000965,58.618,46.788
E02000966,58.064,48.582
E02000967,59.578,63.827
E02000968,31.951,27.533
E02000969,34.805,31.271
E02000970,73.956,64.07
E02000971,61.517,48.528
E02000972,49.647,43.642
E02000973,54.907,44.125
E02000974,51.368,42.059
E02000975,54.444,44.084
E02000976,52.728,42.269
E02000977,48.724,50.982
E02000978,66.865,71.486
E02000979,53.496,50.055
E02000980,46.349,38.41
E02000981,57.416,48.893
E02000982,43.989,42.228
E02000983,47.307,37.393
E02003314,33.834,34.633
E02003315,37.093,36.862
E02003316,39.511,35.344
E02003317,38.049,36.477
E02003318,39.531,39.076
E02003319,37.41,34.708
E02003320,40.084,33.475
E02003321,34.679,31.103
E02003322,35.149,30.947
E02003323,37.517,32.338
E02003324,37.933,32.868
E02003325,32.837,29.114
E02003326,36.234,33.885
E02003327,42.26,32.65
E02003328,31.67,27.416
E02003329,37.957,34.336
E02003330,38.603,34.381
E02003331,33.58,30.735
E02003332,38.366,37.601
E02003333,33.884,27.339
E02003334,35.277,33.53
E02003335,34.114,28.663
E02003336,40.023,38.47
E02003337,38.635,35.478
E02003338,36.127,33.888
E02003339,40.644,37.46
E02003340,33.461,31.789
E02003341,38.914,37.934
E02003342,38.769,37.464
E02003343,39.784,40.629
E02003344,35.551,31.317
E02003345,40.182,38.347
E02003346,37.505,36.143
E02003347,41.303,34.548
E02003348,40.402,42.319
E02003349,37.97,37.159
E02003350,37.555,35.748
E02003351,37.066,34.036
E02003352,42.34,46.065
E02003353,52.423,46.16
E02003354,48.541,42.393
E02003355,39.597,34.019
E02003356,47.653,47.84
E02003357,40.297,34.819
E02003358,43.133,34.793
E02003359,43.95,35.819
E02003360,42.784,37.457
E02003361,39.676,37.201
E02003362,39.575,36.12
E02003363,50.128,43.243
E02003364,44.056,42.333
E02003365,45.776,41.946
E02003366,41.299,41.616
E02003367,44.61,41.579
E02003368,38.976,35.832
E02003369,50.977,45.883
E02003370,45.068,42.19
E02003371,40.653,40.98
E02003372,40.534,38.421
E02003373,48.782,43.882
E02003374,41.925,38.617
E02003375,42.394,38.401
E02003376,39.02,37.368
E02003377,45.456,41.664
E02003378,42.573,38.192
E02003379,39.63,37.228
E02003380,40.799,38.042
E02003381,46.39,41.85
E02003382,38.683,34.734
E02003383,44.227,39.691
E02003384,44.125,42.325
E02003385,43.859,38.076
E02003386,39.465,34.415
E02003387,46.622,41.627
E02003388,45.841,43.006
E02003389,44.339,40.907
E02003390,52.696,47.378
E02003391,48.265,43.788
E02003392,44.79,39.439
E02003393,44.606,43.118
E02003394,36.592,32.514
E02003395,43.601,34.707
E02003396,41.166,37.327
E02003397,37.43,34.514
E02003398,38.693,31.568
E02003400,41.45,33.363
E02003401,41.321,33.177
E02003402,44.449,33.694
E02003403,37.135,34.054
E02003404,40.452,29.792
E02003405,36.002,30.472
E02003406,33.759,32.806
E02006939,44.356,33.436
E02006940,42.375,35.848
E02003407,37.147,29.606
E02003408,34.618,26.358
E02003409,40.432,34.28
E02003410,31.335,26.159
E02003411,35.539,29.9
E02003412,36.629,34.5
E02003414,38.971,29.261
E02003415,32.532,23.191
E02003416,42.164,33.593
E02003417,40.312,30.045
E02003418,37.492,31.27
E02003419,37.904,33.642
E02003420,39.873,30.519
E02007068,35.8,28.23
E02007069,33.97,27.17
E02003421,45.293,42.487
E02003422,48.71,46.115
E02003423,39.263,35.91
E02003424,53.246,45.405
E02003425,46.443,36.306
E02003426,48.407,45.455
E02003427,41.758,37.019
E02003428,43.545,41.067
E02003429,47.188,50.597
E02003430,44.254,43.657
E02003431,44.125,41.043
E02003432,46.896,44.042
E02003433,42.217,41.075
E02003434,40.994,39.672
E02003435,51.881,49.894
E02003436,43.006,47.41
E02003437,55.172,44.985
E02003438,51.402,49.155
E02003439,50.22,43.39
E02003440,50.261,45.108
E02003441,47.498,43.535
E02003442,51.112,41.042
E02003443,38.945,35.255
E02003444,44.145,38.637
E02003445,42.516,40.958
E02003446,43.214,43.649
E02003447,48.464,40.799
E02003448,47.472,45.216
E02003449,47.682,36.861
E02003450,45.655,41.643
E02003451,49.36,40.951
E02003452,55.897,44.701
E02003453,53.283,45.12
E02003454,52.281,44.095
E02003455,50.159,44.491
E02003456,48.749,42.079
E02003457,50.837,46.643
E02003458,50.563,46.997
E02003459,42.894,41.149
E02003460,44.442,40.468
E02003461,39.073,39.08
E02003462,42.422,38.825
E02003463,40.138,35.238
E02003464,35.294,31.384
E02003465,39.215,35.424
E02003466,41.272,34.269
E02003467,34.887,30.898
E02003468,41.103,36.902
E02003469,40.86,35.328
E02003470,30.563,26.035
E02003471,36.549,31.251
E02003472,37.809,27.479
E02003473,41.889,36.574
E02003474,44.274,36.095
E02003476,31.099,27.907
E02003478,41.26,37.284
E02003479,33.92,28.274
E02003480,43.687,36.103
E02003481,34.375,29.077
E02003482,46.274,40.973
E02003483,45.33,37.834
E02003484,39.073,34.498
E02003485,35.873,34.426
E02003486,45.297,38.873
E02003487,36.979,33.871
E02003488,34.656,32.732
E02003489,38.863,37.267
E02003490,38.093,31.458
E02007012,52.569,36.036
E02007013,56.085,37.692
E02007014,48.032,32.787
E02007015,48.71,39.205
E02007016,46.173,40.691
E02003491,39.869,38.501
E02003492,33.898,32.714
E02003493,43.679,40.422
E02003494,46.277,38.656
E02003495,36.597,33.828
E02003496,35.315,32.351
E02003497,47.69,45.503
E02003498,31.759,28.166
E02003499,31.962,29.748
E02003500,50.028,40.642
E02003501,50.295,42.289
E02003502,36.992,33.922
E02003503,38.676,36.918
E02003504,48.945,35.505
E02003505,39.603,32.496
E02003506,46.464,40.045
E02003507,38.228,36.201
E02003508,43.807,36.182
E02003509,41.449,36.282
E02003510,46.952,37.571
E02003511,41.879,38.678
E02003512,38.968,33.579
E02003513,41.594,35.669
E02003514,46.881,34.392
E02003515,30.104,28.619
E02003516,46.731,36.258
E02003517,40.967,30.42
E02003518,40.098,36.758
E02003519,42.49,31.427
E02003520,33.278,25.516
E02003521,36.492,29.546
E02003522,38.364,33.778
E02003523,43.873,40.981
E02003524,32.758,27.806
E02003525,34.024,29.241
E02003526,39.989,40.289
E02003527,38.011,33.238
E02003529,41.884,37.622
E02003530,36.406,32.736
E02003531,37.489,34.683
E02003532,38.215,32.229
E02003533,34.301,31.812
E02003534,38.808,35.96
E02003535,37.569,32.598
E02003536,28.257,24.76
E02003537,38.592,34.181
E02003538,33.264,29.286
E02003540,37.602,35.544
E02003541,28.901,26.668
E02003542,36.07,36.847
E02003543,33.583,33.05
E02003544,42.658,34.762
E02003545,39.074,31.826
E02003546,42.526,34.686
E02003547,39.755,37.628
E02003548,41.221,36.089
E02006821,42.214,39.728
E02006975,21.948,28.639
E02006976,28.095,24.808
E02003549,40.365,36.05
E02003550,36.769,32.737
E02003551,33.383,29.562
E02003552,31.948,29.673
E02003553,33.376,28.294
E02003554,39.649,38.339
E02003555,35.297,30.089
E02003556,36.873,34.881
E02003557,41.453,31.448
E02003558,38.312,31.737
E02003559,44.497,43.63
E02003560,31.689,27.047
E02003561,32.668,27.905
E02003562,39.181,35.079
E02003563,36.19,31.81
E02003564,37.32,31.474
E02003565,33.291,28.852
E02003566,35.68,30.701
E02003567,36.415,32.004
E02003568,42.012,33.326
E02003569,37.381,32.118
E02003570,30.319,24.269
E02003571,32.391,30.868
E02003572,39.561,38.447
E02003573,33.926,29.728
E02003574,35.464,33.124
E02003575,32.682,28.798
E02003576,35.91,31.21
E02003578,37.541,34.703
E02003579,39.549,34.71
E02003580,32.772,28.07
E02007074,36.707,25.836
E02007075,51.209,35.223
E02003581,38.613,32.614
E02003582,39.376,36.956
E02003583,34.168,31.935
E02003584,33.374,27.163
E02003585,37.8,35.936
E02003586,36.872,34.199
E02003587,33.303,29.966
E02003588,35.101,31.582
E02003589,33.983,29.467
E02003590,39.583,38.939
E02003591,36.672,33.235
E02003592,35.63,34.843
E02003593,39.201,36.115
E02003594,33.773,30.649
E02003595,34.573,35.183
E02003596,34.682,30.24
E02003597,35.772,35.794
E02003598,35.796,32.405
E02003652,46.522,38.939
E02003653,42.801,36.311
E02003654,44.887,40.18
E02003655,42.638,40.856
E02003656,45.628,38.061
E02003657,42.909,42.851
E02003658,43.919,41.334
E02003659,44.901,39.736
E02003660,43.392,39.898
E02003661,41.875,43.557
E02003662,38.663,34.232
E02003663,43.514,37.412
E02003664,37.642,33.076
E02003665,37.83,38.572
E02003666,38.673,31.328
E02003667,41.51,40.189
E02003668,42.316,43.667
E02003669,32.028,30.609
E02003670,41.128,42.716
E02003671,37.892,33.945
E02003672,46.87,40.786
E02003673,47.319,42.55
E02003674,46.995,43.307
E02003675,47.309,45.906
E02003676,47.75,45.917
E02003677,39.648,36.762
E02003678,44.35,40.313
E02003679,40.881,35.674
E02003680,47.217,44.764
E02003681,52.06,46.691
E02003682,49.855,46.799
E02003683,54.504,44.701
E02003685,47.799,48.216
E02003686,49.925,49.48
E02003687,43.573,46.492
E02003688,54.977,46.416
E02003689,53.209,52.259
E02003690,41.573,40.756
E02003691,46.638,44.535
E02003692,42.644,44.89
E02003693,46.337,50.719
E02003694,42.357,40.459
E02003695,42.472,42.089
E02003696,43.04,40.804
E02003697,49.977,44.69
E02003698,45.106,43.464
E02003699,40.439,39.921
E02003701,40.894,39.173
E02003702,45.7,47.232
E02003703,49.184,38.271
E02003704,44.119,43.95
E02003705,37.037,31.219
E02003706,38.416,34.2
E02003707,40.155,35.499
E02003708,31.567,26.072
E02003709,39.006,32.441
E02003710,41.842,36.289
E02003711,42.779,36.721
E02003712,37.042,36.765
E02003713,44.934,44.272
E02003714,44.669,39.91
E02003715,48.493,46.192
E02003716,44.961,44.104
E02003717,47.417,44.927
E02003718,49.573,41.462
E02006823,47.86,47.943
E02006824,43.821,42.967
E02004356,35.281,31.748
E02004357,33.177,31.45
E02004358,34.305,33.247
E02004359,34.543,33.123
E02004361,43.584,38.335
E02004362,36.858,34.348
E02004363,39.712,33.967
E02004364,38.618,35.231
E02004365,32.035,27.417
E02004366,39.017,32.825
E02004367,43.82,39.729
E02006857,36.334,34.323
E02006858,40.86,34.116
E02004368,38.048,39.343
E02004369,37.215,41.531
E02004370,30.528,28.473
E02004371,36.574,32.835
E02004372,32.199,29.526
E02004373,35.715,33.23
E02004374,37.1,35.156
E02004375,36.834,32.529
E02004376,33.227,27.559
E02004377,38.093,35.247
E02004378,31.922,25.509
E02004379,43.861,39.091
E02004380,49.402,42.279
E02004381,42.983,34.944
E02004382,41.764,38.016
E02004383,50.079,39.606
E02004384,38.701,37.546
E02004385,35.828,32.913
E02004386,36.005,35.209
E02004387,34.31,31.151
E02004388,34.686,34.095
E02004389,40.232,41.557
E02004390,38.941,37.077
E02004391,38.825,33.422
E02004392,41.135,39.064
E02004393,38.191,37.18
E02004394,40.824,37.798
E02004395,37.215,36.252
E02004396,37.907,40.861
E02004397,40.294,36.907
E02004398,33.881,31.847
E02004399,36.69,35.688
E02004400,41.434,42.183
E02004401,38.024,37.707
E02004402,34.223,31.838
E02004403,44.584,38.272
E02004404,46.731,42.906
E02004405,42.727,38.135
E02004406,43.666,42.28
E02004407,43.959,42.8
E02004408,38.923,39.359
E02004409,46.167,47.763
E02004410,44.399,42.722
E02004411,39.997,36.058
E02004412,37.425,36.661
E02004413,39.659,39.03
E02004414,41.759,39.533
E02004415,41.89,44.103
E02004416,38.056,38.792
